chapter,title,text
CHAPTER 57 - WINGS,WING DAMAGE CLASSIFICATION,"7.
Wing Fuel Bay Spars/Rib Damage Criteria
A.
Negligible damage: Any smooth dents in the wing fuel spar and ribs that have no evidence of tears,
cracks or penetrations - which are not stress wrinkles and do not change (Oil can, or pop in and out)
with internal pressure - are considered negligible damage.
B.
Repairable damage: Dents or bends in the wing fuel spar and ribs may be repaired by reforming
or by replacing a section of the structure. Since aluminum work hardens, it is much more likely to
crack when reformed and should be carefully inspected for such cracks after rework. Removal and
replacement of a damaged section is preferred to reformation.
C.
Damage Necessitating Replacement Of Parts: Due to the amount of fuel bay sealant which must be
removed from fuel bay components to facilitate repair, individual parts are not available to replace fuel
bay spars or ribs. The entire fuel bay area must be replaced as a unit."
CHAPTER 57 - WINGS,WING DAMAGE CLASSIFICATION,"8.
Wing Leading Edge Damage Criteria
A.
Negligible damage: Any smooth dents in the wing leading edge skin that are not more than 0.030
inch (0.76 mm) below contour and circumscribable with not more than a 1.5 inch (38 mm) diameter
circle that has no evidence of skin tears, cracks, or skin penetrations - which are not stress wrinkles
and do not interfere with internal structure - constitute negligible damage. However, because of the
critical nature of the wing leading edge, this cosmetic repair should be completed.
B.
Repairable damage: Dents or dings deeper and/or larger than specied above must be repaired. Skin
tears, cracks or penetrations must be repaired. Dings that include ribs must be repaired by reforming
or removal and replacement of the rib. Reevaluation of the skin after the repair of the understructure
will determine if the skin damage is negligible, repairable or requires replacement.
C.
Damage Necessitating Replacement Of Parts: Where extreme damage has occurred, complete
leading edge skin panels should be replaced."
CHAPTER 57 - WINGS,WING DAMAGE CLASSIFICATION,"9.
Bonded Leading Edge Damage Criteria
A.
Negligible damage: Any smooth dents in the wing leading edge skin that are not more than 0.030
inch (0.76 mm) below contour and circumscribable with not more than a 1.5 inch (38 mm) diameter
circle that has no evidence of skin tears, cracks, or skin penetrations - which are not stress wrinkles
and do not interfere with internal structure - constitute negligible damage. However, because of the
critical nature of the wing leading edge, this cosmetic repair should be completed.
B.
Repairable damage: Dents or dings deeper and/or larger than specied above must be repaired. Skin
tears, cracks or penetrations must be repaired. Dings that include ribs must be repaired by reforming
or removal and replacement of the rib. Reevaluation of the skin after the repair of the understructure
will determine if the skin damage is negligible, repairable or requires replacement. Bonded ribs may be
removed by applying heat to the damaged area using a heat gun. Replacement ribs may be installed
using protruding head or dimpled ush rivets.
C.
Damage Necessitating Replacement Of Parts: Where extreme damage has occurred, complete
leading edge skin panels should be replaced."
CHAPTER 57 - WINGS,WING DAMAGE CLASSIFICATION,"10.
Wing Strut Damage Criteria
A.
Negligible damage: Any smooth dents in the strut that are not more than 0.090 inch (2.03 mm) below
contour and circumscribable with not more than a 3.0 inch (76.2 mm) diameter circle is negligible
damage. Minor scratches which do not involve removal or displacement of strut material is negligible
damage. Because of the critical nature of the strut, any non-cosmetic scratches must be reworked.
B.
Repairable damage: For grooves in the strut caused by fairings, strut may be repaired if groove is
less than 0.020 inch and is more than 0.75 inch from a rivet center. For lower trailing edge strut
damage (typically caused by door hitting strut), strut may be repaired if groove depth is less than 50%
of original material thickness.
C.
Damage Necessitating Replacement Of Parts: For grooves in the strut caused by fairings, strut must
be replaced if groove exceeds 0.010 inch in depth and is less than 0.75 inch from a rivet center AND/
OR if groove exceeds 0.020 inch in depth and is more than 0.75 inch from a rivet center. For lower
trailing edge strut damage (typically caused by door hitting strut), strut must be replaced if groove is
deeper than 50% of the original material thickness."
CHAPTER 57 - WINGS,WING DAMAGE CLASSIFICATION,"11.
Aileron Damage Criteria (Corrugated Skin Aileron)
A.
Negligible damage: Any smooth dents in the aileron skin that are not more than 0.050 inch (1.27 mm)
below contour and circumscribable with not more than a 1.5 inch (38.1 mm) diameter circle - that
have no evidence of skin tears, cracks or skin penetrations and which do not include a corrugation -
constitute negligible damage.
B.
Repairable damage: Dents or dings deeper and/or larger than specied must be repaired. Skin tears,
cracks or penetrations must be repaired. Dings that include corrugations are unlikely to be reworkable,
but may be repaired by replacing the damaged area. Corrugated skin material is available from
Cessna. Special care must be taken to minimize added weight since the surface must be rebalanced
after rework.
C.
Damage Necessitating Replacement Of Parts: Because of the balance requirements, multiple areas
of damage may require replacement of skins to allow balance limits to be attained."
CHAPTER 57 - WINGS,WING DAMAGE CLASSIFICATION,"12.
Aileron Damage Criteria (Model 206 Aileron)
A.
Negligible damage: Any smooth dents in the aileron skin that are not more than 0.030 inch (0.76 mm)
below contour and circumscribable with not more than a 1.5 inch (38.1 mm) diameter circle - that
have no evidence of skin tears, cracks or skin penetrations which are not stress wrinkles and do not
interfere with internal structure - constitute negligible damage.
B.
Repairable damage: Dents or dings deeper and/or larger than specied must be repaired. Skin tears,
cracks or penetrations must be repaired. Dings that include understructure (ribs) must be repaired
by reforming or removal and replacement of the rib. Revaluation of the skin after the repair of the
understructure will determine if the skin damage is negligible, repairable or replacement damage.
Special care must be taken to minimize added weight since the surface must be rebalanced after
rework.
C.
Damage Necessitating Replacement Of Parts: Because of the balance requirements, multiple areas
of damage may require replacement of skins to allow balance limits to be attained.
"
CHAPTER 57 - WINGS,WING DAMAGE CLASSIFICATION,"13.
Wing Flap Damage Criteria (Corrugated Skin Flap)
A.
Negligible damage: Any smooth dents in the ap skin that are not more than 0.050 inch (1.27 mm)
below contour and circumscribable with not more than a 1.5 inch (38.1 mm) diameter circle - that
have no evidence of skin tears, cracks or skin penetrations and which do not include corrugations -
constitute negligible damage.
B.
Repairable damage: Dents or dings deeper and/or larger than specied may be repaired. Skin tears,
cracks or penetration must be repaired. Dings that include corrugations are unlikely to be reworkable,
but may be repaired by replacing the damaged area. Corrugated skin material is available from
Cessna.
C.
Damage Necessitating Replacement Of Parts: Multiple repairs to the same area must not be made,
but a larger repair incorporating both repairs may be made. Decisions regarding replacement of parts
should be made based on the feasibility of repair verses complete replacement of the skin"
CHAPTER 57 - WINGS,WING DAMAGE CLASSIFICATION,"14.
Wing Flap Damage Criteria (Model 206 Flap)
A.
Negligible damage: Any smooth dents in the ap skin that are not more than 0.030 inch (0.76 mm)
below contour and circumscribable with not more than a 1.5 inch (38.1 mm) diameter circle - that
have no evidence of skin tears, cracks or skin penetrations and which do not include corrugations -
constitute negligible damage.
B.
Repairable damage: Dents or dings deeper and/or larger than specied may be repaired. Skin tears,
cracks or penetration must be repaired. Dings that include understructure (ribs) must be repaired
by reforming or removal and replacement of the rib. Reevaluation of the skin after the repair of the
understructure will determine if the skin damage is negligible, repairable or replacement damage.
C.
Damage Necessitating Replacement Of Parts: Multiple repairs to the same area must not be made,
but a larger repair incorporating both repairs may be made. Skins must be replaced if damage extends
across more than one rib.
"
CHAPTER 57 - WINGS,WING FUEL BAY REPAIRS,WING FUEL BAY REPAIRS
CHAPTER 57 - WINGS,WING FUEL BAY REPAIRS,"1.
Preparing Damaged Area In Wing Fuel Bay for Repair
A.
Before performing any maintenance in fuel bay area, it will be necessary to defuel and purge the fuel
bay. To defuel and purge the fuel bay, proceed as follows:
WARNING: During
all
fuel
system
servicing
procedures,
re
ghting
equipment must be available.
WARNING: Always ground airplane prior to performing any maintenance of the
fuel system.
WARNING: Avoid drainage from residual fuel held in disconnected fuel lines;
this accumulation constitutes a re hazard.
WARNING: Use NS-40 (RAS-4) (Snap-On Tools Corp., Kenosha, Wisconsin),
MIL-T-83483 (thread compound, anti- seize, graphite petrolatum),
or engine oil as a thread lubricant or to seal leaking connections.
Apply sparingly to all but rst two threads of male ttings, being
careful not to allow entry of compound into fuel system.
NOTE:
Covers or caps should be installed on lines and ttings to prevent entry of foreign material,
and to prevent damage to threads.
(1)
Ground airplane to a suitable ground stake.
(2)
Ensure airplane battery switch is in OFF position.
(3)
Turn fuel selector valves to OFF position
(4)
Remove fuel ller cap on bay that is to be defueled; insert defueling nozzle.
(5)
Remove as much fuel as possible through ller opening.
(6)
Remove drain valves from bottom side of fuel bay and drain remaining fuel into a clean, open
container. Use defueling nozzle to remove fuel from container.
(7)
If necessary, repeat procedures for opposite wing.
WARNING: Purge fuel bays with an inert gas (argon or carbon dioxide)
prior
to
repairing
fuel
leaks
to
preclude
possibility
of
explosions.
(8)
Insert inert gas supply hose into fuel ller opening.
(9)
Allow gas to ow into bay for several minutes to remove all fuel vapors. Since argon or carbon
dioxide are heavier than air, these gasses will remain in bay during repair. Non-sparking tools
shall be used to make repairs (air motors, plastic scrapers, etc.).
NOTE:
Portable vapor detectors are available to determine presence of explosive mixtures
and are calibrated for leaded fuel. The detectors can be used to determine when it is
safe to make repairs.
NOTE:
During structural repair, parts must be predrilled, countersunk or dimpled, and
cleaned before being sealed and positioned for nal installation.
(10) Remove all existing sealant from area to be sealed, leaving a taper to the remaining sealant.
The taper will allow a scarf bond and a continuous seal when the new sealant is applied.
NOTE:
The best method of removing sealant is with a chisel-like tool made of hard ber or
plexiglass. Remaining sealant can be removed with aluminum wool. Steel wool or
sandpaper must not be used.
(11) Stop drill cracks using a No. 30 (0.128 inch) drill.
(12) Remove all ragged edges, dents, tears, cracks, and punctures.
(13) After removal of damaged area, leave edges parallel to any square or rectangular edge of the
unit.
NOTE:
Damage adjacent to a previous repair requires removal of old repair and inclusion of
the entire area in the new repair.
(14) Round all corners.
(15) Smooth out abrasions.
(16) Vacuum thoroughly to remove all chips, lings, dirt, etc., from bay area.
(17) All surfaces to be sealed after repair should be thoroughly cleaned by wiping with a clean cloth
dampened with methyl propyl ketone (MPK), acetone or similar solvent, and dried with a clean
cloth before allowing solvent to evaporate. Always pour the solvent on the cloth to prevent
contaminating solvent. Do not allow cloth to drip. Never use contaminated solvent.
(18) Any repair that breaks the fuel bay seal will require resealing that bay area, refer to applicable
Maintenance Manual, Chapter 28, Fuel Tank Sealing - Maintenance Practices for sealing
materials and procedures.
"
CHAPTER 57 - WINGS,FUEL BAY SEALING DURING STRUCTURAL REPAIR,FUEL BAY SEALING DURING STRUCTURAL REPAIR
CHAPTER 57 - WINGS,FUEL BAY SEALING DURING STRUCTURAL REPAIR,"1.
General
A.
Any repair that breaks the fuel bay seal will necessitate resealing that bay area. Repair parts that
need sealing must be installed during the sealing operations. All joints within the boundary of the
bay, but which do not provide a direct fuel path out of the bay (such as fuel spar anges and rib
anges), must be fay-surface-sealed and llet sealed on the fuel side. Fay surface sealing is applying
sealant to one mating part before assembly. Enough sealant must be applied so it will squeeze out
completely around joint when the parts are fastened together. The llet seal is applied after the joint
is fay-surface-sealed and fastened. Sealer is (llet) applied to the edge of all riveted joints, joggles,
bend reliefs, voids, rivets, or fasteners. All boundaries and any other place that could become a fuel
leak are sealed. The fay sealant need not be cured before applying the llet sealer; however, the fay
sealant must be free of dirt or other contaminants before applying llet seal. Fillets laid on intersecting
joints shall be joined together to produce a continuous seal. Sealant must be pressed into the joint to
displace any entrapped air bubbles. Use an extrusion gun to lay a bead along joint, and work out all
entrapped air with a small paddle to eliminate bubbles."
CHAPTER 57 - WINGS,FUEL BAY SEALING DURING STRUCTURAL REPAIR,"2.
Integral Fuel Bay Sealant
A.
Two types of sealants are used, one to seal the bay and the other to seal access doors, fuel quantity
transmitters, fuel inlet assemblies, and fuel test receptacle. The access door sealant is more pliable,
and will not adhere to metal as rmly as the bay sealant. This permits access doors, fuel quantity
transmitter, etc., to be removed without damage. Service Kit SK210-56, available from Cessna Parts
Distribution, contains Type I Class B-2 and Type VIII Class B-2 (access) sealants with Cessna Parts
Distribution, contains Type I Class B-1/2 and Type VIII Class B-12 (access) sealants with the proper
quantity of accelerator for each sealant.
WARNING: The accelerators contain heavy metal peroxides. Keep them away
from heat and ame. Use only in well-ventilated areas. Avoid skin
and eye contact. Wear eye shields. In case of eye contact, ush
generously with water and get prompt medical attention."
CHAPTER 57 - WINGS,FUEL BAY SEALING DURING STRUCTURAL REPAIR,"3.
Mixing Sealant
A.
Use all the accelerator and sealant in the container when mixing to ensure the proper ratio of
accelerator to sealant. Stir the accelerator to absorb all oating liquid before it is mixed with the
sealant. The accelerator can then be poured into the container of sealant for mixing; otherwise, a
wax-free container must be used. Stir accelerator and sealant until they become a uniform mixture.
Do not stir air into mixture so it forms bubbles; if bubbles appear, they must be removed.
CAUTION: Protect drain holes and fuel outlet screens when applying sealants.
NOTE:
Work life of sealants contained in SK210-56 is 2 hours from the start of mixing. Work life
of sealants contained in SK210-101 is one-half hour from the start of mixing. This is based
on a standard condition of 77°F (25°C) and 50 percent relative humidi ty. An increase in
either temperature or humidity will shorten the work life of the sealants."
CHAPTER 57 - WINGS,FUEL BAY SEALING DURING STRUCTURAL REPAIR,"4.
Applying Sealant
A.
Use the following procedures as the best method for applying sealant.
(1)
Apply fay surface sealant to one mating part, and install rivets or fasteners while sealant is still
within its work life.
NOTE:
During sealing, the supply of mixed sealant must be monitored to be certain it has
not exceeded the normal work life. To check, use a small wooden paddle, or tongue
depressor, to gather a small amount of sealant. Touch this sealant to a piece of clean
sheet metal. If it adheres, sealant can still be used, if it doesn't adhere, then the
sealant has exceeded the allowable work life, and must not be used.
(2)
Apply a llet seal to the repaired area on the inside of the bay.
(3)
Apply a fay surface seal to access doors, fuel quantity transmitters, etc., if removed, and install.
(4)
Allow sealant to cure; refer to Curing Time, for time requirements.
(5)
Clean stains on outer surface.
(6)
Test fuel bay for leaks as described in Testing Integral Fuel Bay."
CHAPTER 57 - WINGS,FUEL BAY SEALING DURING STRUCTURAL REPAIR,"5.
Sealing Fuel Leaks
A.
First determine the source of the fuel leak. Fuel can ow along a seam or structure of the wing for
several inches, making the leak source difcult to nd. A stained area is an indication of the leak
source. Fuel leaks can be found by testing the complete bay as described in Testing Integral Fuel
Bay. Another method of detecting the source of a fuel leak is to remove access doors and blow with
an air nozzle from the inside of the bay in the area of the leak while soap bubble solution is applied to
the outside of the bay. After the leak source has been found, proceed as follows:
(1)
Remove existing sealant in the area of the leak as described in Chapter 57, Wing Fuel Bay
Repairs.
(2)
Clean the area and apply a llet seal. Press sealant into leaking area with a small paddle,
working out all air bubbles.
(3)
If leakage occurs around a rivet or bolt, restrike the rivet or loosen bolt, retorque, and reseal
around nutplate.
(4)
Apply fay surface door sealant to access doors, fuel quantity transmitters, etc., if removed, and
install.
(5)
Test fuel bay for leakage as outlined in Testing Integral Fuel Bay."
CHAPTER 57 - WINGS,FUEL BAY SEALING DURING STRUCTURAL REPAIR,"6.
Curing Time
A.
Class B-2 sealant has a maximum tack free time of 40 hours and a maximum cure time of 72 hours.
These values are based on a standard condition of 77°F (25°C) and 50 percent relative humidity.
B.
Class B-1/2 sealant has a maximum tack free time of 10 hours and a maximum cure time of 30 hours.
These values are based on a standard condition of 77°F (25°C) and 50 percent relative humidity.
C.
The cure of sealants can be accelerated by an increase in temperature and/or relative humidity. Warm
circulating air at a temperature not to exceed 140°F (60°C) may be used to ac celerate cure. Heat
lamps may be used if the surface temperature of the sealant does not exceed 140°F (60°C). At
temperatures above 120°F (49°C), the relative humidity wil l normally be so low (below 40 percent)
that sealant curing will be retarded. If necessary, the relative humidity may be increased by the use of
water containing less than 100 parts per million total solids and less the 10 parts per million chlorides."
CHAPTER 57 - WINGS,FUEL BAY SEALING DURING STRUCTURAL REPAIR,"7.
Testing Integral Fuel Bay
A.
The fuel system consists of two vented, integral fuel tanks (one in each wing).
The following
procedures are for testing integral fuel bay.
(1)
Remove vent line from vent tting and cap tting.
(2)
Disconnect fuel lines from bay.
(3)
To one of the bay ttings, attach a water manometer capable of measuring 20 inches of water.
(4)
To the other bay tting, connect a well-regulated supply of air (1/2 psi maximum, or 13.8 inches
of water). Nitrogen may be used where the bay might be exposed to temperature changes while
testing.
(5)
Make sure ller cap is installed and sealed.
CAUTION: Do not attempt to apply pressure to the bay without a good regulator
and a positive shutoff in the supply line. Do not pressurize the fuel
bay to more than one-half psi or damage may occur.
(6)
Apply pressure slowly until one-half psi is obtained.
(7)
Apply a soap solution as required.
(8)
Allow 15 to 30 minutes for pressure to stabilize.
(9)
If bay holds for 15 minutes, without pressure loss, bay is acceptable.
(10) Reseal and retest if any leaks are found.
"
CHAPTER 57 - WINGS,WING RIB,"WING RIB
1.
General
A.
Flanged upper and lower edges of all ribs serve as cap strips in addition to providing rigidity to the rib.
The skin riveted or bonded directly to each rib ange provides the cellular strength for each successive
rib bay. The nose, center, and trailing rib segments are riveted together through the front and rear
spars to form the basic airfoil section. Spanwise, Alclad stringers stiffen the skin between ribs.
2.
Wing Rib Damage Classication
A.
Damage to the wing rib can be divided into three major categories and is detailed in Wing Damage
Classication.
3.
Wing Rib Repair
A.
Repairs to the wing rib are illustrated in Figure 801.
"
CHAPTER 57 - WINGS,WING SPARS,"WING SPARS
1.
General
A.
Front and rear spars are of riveted construction.
2.
Damage Classication
A.
Damage to the wing spar can be divided into three major categories and is detailed in Wing Damage
Classication.
3.
Spar Repair
A.
Repairs to the wing spar are illustrated in Figure 801.
"
CHAPTER 57 - WINGS,MEASURING WING TWIST - INSPECTION/CHECK,MEASURING WING TWIST - INSPECTION/CHECK
CHAPTER 57 - WINGS,MEASURING WING TWIST - INSPECTION/CHECK,"1.
General
A.
This section applies to the procedures required to perform a wing twist check and is applicable to both
wing. If damage has occurred to a wing, it is advisable to check the wing twist (washout).
B.
Wing twist (washout) for the Model 172, 182/T182 and 206/T206 airplanes is 3°37’."
CHAPTER 57 - WINGS,MEASURING WING TWIST - INSPECTION/CHECK,"2.
Tools, Equipment and Materials
A.
The following equipment is required to accomplish the wing twist check procedure:
NAME
NUMBER
MANUFACTURER
USE
32 Inch Straightedge
Commercially Available
Used to aid in determining
wing twist.
Protractor Head with
Bubble Level
Commercially Available
To ensure wings are level.
Bolts Machined to
Specic Lengths
Fabricate Locally
Used to determine wing
twist."
CHAPTER 57 - WINGS,MEASURING WING TWIST - INSPECTION/CHECK,"3.
Model 172 Series Wing Twist Check Procedure
A.
Mark Wing Station Reference Points (Refer to Figure 601)
(1)
Locate WS 39.00. Make a mark, with a felt tip pen, approximately 0.50 inch aft of lateral row of
rivets in wing leading edge spar ange.
(2)
Locate WS 100.50. Make a mark, with a felt tip pen, approximately 0.50 inch aft of lateral row
of rivets in wing leading edge spar ange.
(3)
Locate outboard WS 207.00. Make a mark, with a felt tip pen, approximately 0.50 inch aft of
lateral row of rivets in wing leading edge spar ange.
B.
Measure Wing Twist at Each Wing Station (Refer to Figure 601)
NOTE:
While performing the following procedure, stay as far away as possible from the ""canned""
areas of the wing.
(1)
At WS 39.00:
(a)
Grind bolt ""A"" to a dimension of 2.00 inches. Grind bolt ""B"" to a dimension of 1.00 inch.
Place these bolts 29.50 inches from each other on the upper edge of the straightedge and
secure using tape.
(b)
Secure protractor to bottom of the straightedge.
(c)
Hold straightedge parallel to wing station and place bolt ""A"" on mark.
(d)
Set bubble in protractor to center, and lock protractor to hold this reading.
(2)
At WS 100.50:
(a)
Hold straightedge parallel to wing station.
(b)
Place bolt ""A"" on mark, set protractor head against lower edge of straightedge and verify
bubble in protractor head indicates level.
(3)
At WS 207.00:
(a)
Remove bolt ""A"" from straightedge. Grind another bolt ""A"" to a dimension of 0.45 inch.
Place this bolt 24.00 inches from bolt ""B"" and secure to straightedge.
(b)
Hold straightedge parallel to wing station and place bolt ""A"" on mark.
(c)
Check to assure that protractor bubble is still centered.
If proper twist is present, the
protractor readings will be the same (parallel).
NOTE:
Forward or aft bolt may be lowered from wing 0.10 inch (maximum) to attain
level indication.
"
CHAPTER 57 - WINGS,MEASURING WING TWIST - INSPECTION/CHECK,"4.
Model 182 Series Wing Twist Check Procedure
A.
Mark Wing Station Reference Points (Refer to Figure 602)
(1)
Locate WS 39.00. Make a mark, with a felt tip pen, approximately 0.50inch aft of lateral row of
rivets in wing leading edge spar ange.
(2)
Locate WS 100.50. Make a mark, with a felt tip pen, approximately 0.50 inch aft of lateral row
of rivets in wing leading edge spar ange.
(3)
Locate outboard WS 207.00. Make a mark, with a felt tip pen, approximately 0.50 inch aft of
lateral row of rivets in wing leading edge spar ange.
B.
Measure Wing Twist at Each Wing Station (Refer to Figure 602)
NOTE:
While performing the following procedure, stay as far away as possible from the ""canned""
areas of the wing.
(1)
At WS 39.00:
(a)
Grind bolt ""A"" to a dimension of 2.00 inches. Grind bolt ""B"" to a dimension of 1.00 inch.
Place these bolts 29.50 inches from each other on the upper edge of the straightedge and
secure using tape.
(b)
Secure protractor to bottom of the straightedge.
(c)
Hold straightedge parallel to wing station and place bolt ""A"" on mark.
(d)
Set bubble in protractor to center, and lock protractor to hold this reading.
(2)
At WS 100.50:
(a)
Hold straightedge parallel to wing station.
(b)
Place bolt ""A"" on mark, set protractor head against lower edge of straightedge and verify
bubble in protractor head indicates level.
(3)
At WS 207.00:
(a)
Remove bolt ""A"" from straightedge. Grind another bolt ""A"" to a dimension of 0.45 inch.
Place this bolt 24.00 inches from bolt ""B"" and secure to straightedge.
(b)
Hold straightedge parallel to wing station and place bolt ""A"" on mark.
(c)
Check to assure that protractor bubble is still centered. If proper twist is present, the
protractor readings will be the same (parallel).
NOTE:
Forward or aft bolt may be lowered from wing 0.10 inch (maximum) to attain
level indication."
CHAPTER 57 - WINGS,MEASURING WING TWIST - INSPECTION/CHECK,"5.
Model 206/T206 Series Wing Twist Check Procedure
A.
Mark wing Station Reference Points (Refer to Figure 603)
(1)
Locate WS 39.00. Make a mark, with a felt tip pen, approximately 0.50inch aft of lateral row of
rivets in wing leading edge spar ange.
(2)
Locate WS 100.00. Make a mark, with a felt tip pen, approximately 0.50inch aft of lateral row
of rivets in wing leading edge spar ange.
(3)
Locate outboard WS 207.00. Make a mark, with a felt tip pen, approximately 0.50inch aft of
lateral row of rivets in wing leading edge spar ange.
B.
Measure Wing Twist at Each Wing Station (Refer to Figure 603)
NOTE:
While performing the following procedure, stay as far away as possible from the ""canned""
areas of the wing.
(1)
At WS 39.00:
(a)
Grind bolt ""A"" to a dimension of 2.00 inches. Grind bolt ""B"" to a dimension of 1.00 inch.
Place these bolts 29.50 inches from each other on the upper edge of the straightedge and
secure using tape.
(b)
Secure protractor to bottom of the straightedge.
(c)
Hold straightedge parallel to wing station and place bolt ""A"" on mark.
(d)
Set bubble in protractor to center, and lock protractor to hold this reading.
(2)
At WS 100.00:
(a)
Hold straightedge parallel to wing station.
(b)
Place bolt ""A"" on mark, set protractor head against lower edge of straightedge and verify
bubble in protractor head indicates level.
(3)
At WS 207.00:
(a)
Remove bolt ""A"" from straightedge. Grind another bolt ""A"" to a dimension of 0.66 inch.
Place this bolt 20.00 inches from bolt ""B"" and secure to straightedge.
(b)
Hold straightedge parallel to wing station and place bolt ""A"" on mark.
(c)
Check to assure that protractor bubble is still centered.
If proper twist is present, the
protractor readings will be the same (parallel).
NOTE:
Forward or aft bolt may be lowered from wing 0.10 inch (maximum) to attain
level indication.
"
CHAPTER 57 - WINGS,WING STRINGER REPAIRS,"WING STRINGER REPAIRS
1.
Stringer Damage Classication
A.
Damage to the wing stringers can be divided into three major categories and is detailed in Wing
Damage Classication.
2.
Stringer Repair
A.
Repairs to wing stringer are similar to repairs to fuselage stringers. Refer to Chapter 52, Stringer and
Channel Repair, Figure 801 for repair illustrations.
"
CHAPTER 57 - WINGS,AUXILIARY SPAR REPAIRS,"AUXILIARY SPAR REPAIRS
1.
General
A.
The auxiliary spar is constructed of formed sheet metal, and is behind the trailing edge ribs from
approximately WS 100.50 to 208.00. The auxiliary spar is attached to upper skins, lower skins and
other wing structure using rivets.
2.
Auxiliary Spar Damage
A.
Damage to the auxiliary spar can be divided into three major categories and is detailed in Wing
Damage Classication.
3.
Auxiliary Spar Repair
A.
Repairs to the auxiliary spar are illustrated in Figure 801.
"
CHAPTER 57 - WINGS,LEADING EDGE REPAIRS,"LEADING EDGE REPAIRS
1.
Leading Edge Damage Classication
A.
Damage to the leading edge can be divided into three major categories and is detailed in Wing Damage
Classication.
2.
Leading Edge Repairs
A.
Repairs to the leading edge are illustrated in Figure 801.
3.
Notes and Repair Limits
A.
The following notes and repair limits are applicable to lading edge repairs:
(1)
Dimple leading edge skin and ller material, counter sink the doubler.
(2)
Use MS20426AD4 rivets to install ller except where bucking is impossible. Use blind rivets
where regular rivets cannot be bucked.
(3)
Contour must be maintained. After repair has been completed, use epoxy ller as necessary
and sand smooth before painting.
(4)
Vertical size of patch is limited by ability to install doubler clear of front spar.
(5)
Lateral size is limited to seven inches across trimmed out area.
(6)
Number of repairs is limited to one per bay.
"
CHAPTER 57 - WINGS,BONDED LEADING EDGE REPAIR,"BONDED LEADING EDGE REPAIR
1.
General
A.
Bonded leading edges are used on the Model 182 and Model 206/T206 series of airplanes. The
following repairs apply to these airplanes only.
2.
Bonded Leading Edge Damage Classication
A.
Damage to the bonded leading edge can be divided into three major categories and is detailed in
Wing Damage Classication.
3.
Bonded Leading Edge Repair
A.
Repairs to the bonded leading edge are illustrated in Figure 801.
"
CHAPTER 57 - WINGS,FLAP LEADING EDGE REPAIR,"FLAP LEADING EDGE REPAIR
1.
Flap Leading Edge Damage Classication
A.
Damage to the wing ap can be divided into three major categories and is detailed in Wing Damage
Classication.
2.
Flap Repairs
A.
Repairs to the ap leading edge are illustrated in Figure 801. Repairs to the corrugated skin are
illustrated in Chapter 51, Typical Skin Repairs, Figure 802.
"
CHAPTER 57 - WINGS,FLAPS AND AILERONS,"FLAPS AND AILERONS
1.
General
A.
Each wing ap assembly is constructed of a spar, ribs, upper and lower skins and leading edge skin.
B.
Each aileron assembly is constructed of a single spar, ribs, upper and lower skin. Balance weights
are installed in the lower inboard leading edge and are retained with screws.
C.
Flight control surfaces which have been repaired or replaced must be balanced in accordance with
procedures outlined in Chapter 51, Flight Control Surface Balancing.
2.
Damage Criteria
A.
Damage to the aps and ailerons can be divided into three major categories and is detailed in Wing
Damage Classication.
3.
Flap and Aileron Repair
A.
Skin damage, exceeding that considered negligible, that can be repaired with minor patches can be
considered repairable. Flush skin patches are illustrated in Chapter 51, Typical Skin Repairs, Figure
801. A typical rib repair is illustrated in Chapter 51, Control Surface Repair, Figure 801, trailing edge
repair in Chapter 51, Control Surface Repair, Figure 802, are typical ap and aileron repairs.
B.
Flight control surfaces which have been repaired or replaced must be balanced in accordance with
procedures outlined in Chapter 51, Flight Control Surface Balancing.
"
CHAPTER 57 - WINGS,WING LIFT STRUTS,"WING LIFT STRUTS
1.
General
A.
The wing lift struts consist of 6061-T6 tube stock formed into an aerodynamic shape. Attach ttings
are machined from 7075-T73 bar stock and attached to the strut tubes.
2.
Wing Strut Damage Classication
A.
Damage to the wing lift strut can be divided into three major categories and is detailed in Wing Damage
Classication.
"
CHAPTER 71 - POWER PLANT,POWERPLANT - GENERAL,"POWERPLANT - GENERAL
1.
General
A.
Single engine airplanes produced from 1996 and On use Lycoming powerplants. These powerplants
are attached to the fuselage by dynafocal mounts (172R, 172S, 182S, 182T and T182T) or by sheet
metal bed mounts (206H and T206H).
B.
This chapter covers structural repair to the cowlings (172R, 172S, 182S, 182T and T182T), and
structural repair to the welded engine mounts (172R, 172S, 182S, 182T and T182T). For repair
information not covered in this manual, contact Cessna Propeller Aircraft Product Support, P.O. Box
7706, Wichita, KS 67277. Telephone(316) 517-5800 or Facsimile (316) 942-9006.
"
CHAPTER 71 - POWER PLANT,ENGINE COWLING REPAIRS,"ENGINE COWLING REPAIRS
1.
General
A.
This section provides repair procedures for the cowl skins and reinforcement angles.
2.
Repair of Cowling Skins
A.
Cowl halves are made of formed aluminum skin. If extensively damaged, complete sections of cowling
must be replaced. Standard insert-type skin patches, however, may be used if repair parts are formed
to t. Small cracks may be stop drilled and dents straightened if they are reinforced on the inner side
with a doubler of the same material.
3.
Repair of Reinforcement Angles
A.
Due to their small size, cowl reinforcement angles should be replaced (rather than repaired) if they
become damaged.
"
